trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1095,False,"{'a': 0.4139285714285714, 'e': 0.004133076240796701}",30,17,25.203949744928558,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1096,False,"{'a': 0.4133928571428571, 'e': 0.004112410859592717}",25,12,26.116118205761687,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1097,False,"{'a': 0.4128571428571428, 'e': 0.004091848805294753}",25,20,9.933069523358814,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1098,False,"{'a': 0.4123214285714285, 'e': 0.004071389561268279}",20,16,7.570582954356035,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1099,False,"{'a': 0.4117857142857143, 'e': 0.004051032613461938}",25,7,34.767453357718175,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1100,False,"{'a': 0.41125, 'e': 0.004030777450394628}",30,13,30.397134826763242,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1101,False,"{'a': 0.4107142857142857, 'e': 0.004010623563142655}",20,12,13.782951044503523,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1102,False,"{'a': 0.4101785714285714, 'e': 0.003990570445326942}",30,22,18.886207147202768,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1103,False,"{'a': 0.4096428571428571, 'e': 0.003970617593100307}",20,6,28.08394298596631,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1104,False,"{'a': 0.4091071428571428, 'e': 0.003950764505134805}",35,20,30.988840663276218,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1105,False,"{'a': 0.4085714285714286, 'e': 0.003931010682609131}",20,6,28.195755475576476,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1106,False,"{'a': 0.4080357142857143, 'e': 0.003911355629196086}",30,18,22.469917917889383,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1107,False,"{'a': 0.4075, 'e': 0.0038917988510501055}",30,18,20.29843182704996,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1108,False,"{'a': 0.40696428571428567, 'e': 0.003872339856794855}",30,19,18.977389161424284,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1109,False,"{'a': 0.40642857142857136, 'e': 0.0038529781575108806}",20,13,13.576401684086521,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1110,False,"{'a': 0.40589285714285717, 'e': 0.003833713266723326}",20,15,8.664260154971254,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1111,False,"{'a': 0.40535714285714286, 'e': 0.0038145447003897093}",20,10,17.62861322075821,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1112,False,"{'a': 0.40482142857142855, 'e': 0.0037954719768877607}",25,4,33.036414591463874,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
1113,False,"{'a': 0.40428571428571425, 'e': 0.003776494617003322}",25,12,22.8853557565931,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1114,False,"{'a': 0.40374999999999994, 'e': 0.0037576121439183052}",30,13,33.12435305455854,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1115,False,"{'a': 0.40321428571428564, 'e': 0.003738824083198714}",30,16,25.025362962200155,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1116,False,"{'a': 0.40267857142857144, 'e': 0.0037201299627827203}",30,14,29.927896205297433,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1117,False,"{'a': 0.40214285714285714, 'e': 0.0037015293129688065}",25,12,22.69562134358789,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1118,False,"{'a': 0.40160714285714283, 'e': 0.0036830216664039627}",25,16,18.94074199885479,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1119,False,"{'a': 0.4010714285714285, 'e': 0.0036646065580719428}",20,2,32.77902044505103,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1120,False,"{'a': 0.4005357142857142, 'e': 0.003646283525281583}",25,16,17.76049372089159,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1121,False,"{'a': 0.4, 'e': 0.0036280521076551752}",20,14,9.966347199293683,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1122,False,"{'a': 0.3994642857142857, 'e': 0.003609911847116899}",20,10,19.137822710688514,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1123,False,"{'a': 0.3989285714285714, 'e': 0.0035918622878813146}",25,17,12.408546257318212,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1124,False,"{'a': 0.3983928571428571, 'e': 0.003573902976441908}",20,9,21.707812569775943,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1125,False,"{'a': 0.3978571428571428, 'e': 0.0035560334615596986}",20,12,15.284804096156853,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1126,False,"{'a': 0.3973214285714285, 'e': 0.0035382532942519}",25,13,21.172813676731067,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1127,False,"{'a': 0.3967857142857143, 'e': 0.0035205620277806407}",25,9,28.20498697009605,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1128,False,"{'a': 0.39625, 'e': 0.0035029592176417375}",20,11,17.405221451377447,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1129,False,"{'a': 0.3957142857142857, 'e': 0.0034854444215535285}",30,24,10.791424252834357,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1130,False,"{'a': 0.3951785714285714, 'e': 0.003468017199445761}",35,23,22.339327692085117,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1131,False,"{'a': 0.3946428571428571, 'e': 0.0034506771134485323}",20,11,14.87872390025241,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1132,False,"{'a': 0.3941071428571429, 'e': 0.0034334237278812896}",30,13,30.910032004101442,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1133,False,"{'a': 0.39357142857142857, 'e': 0.003416256609241883}",20,8,17.835550406173333,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1134,False,"{'a': 0.39303571428571427, 'e': 0.0033991753261956737}",25,8,26.885490851035684,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1135,False,"{'a': 0.39249999999999996, 'e': 0.0033821794495646953}",25,16,17.891182329941064,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1136,False,"{'a': 0.39196428571428565, 'e': 0.0033652685523168717}",20,9,22.71069320555921,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1137,False,"{'a': 0.39142857142857135, 'e': 0.0033484422095552873}",20,12,16.134288258814014,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1138,False,"{'a': 0.39089285714285715, 'e': 0.003331699998507511}",20,15,10.062028674736373,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1139,False,"{'a': 0.39035714285714285, 'e': 0.003315041498514973}",20,9,17.58016428162649,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1140,False,"{'a': 0.38982142857142854, 'e': 0.0032984662910223984}",20,13,10.164647966509776,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1141,False,"{'a': 0.38928571428571423, 'e': 0.0032819739595672864}",20,13,13.479975592908957,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1142,False,"{'a': 0.38874999999999993, 'e': 0.00326556408976945}",20,16,6.392600596117892,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1143,False,"{'a': 0.38821428571428573, 'e': 0.0032492362693206027}",20,12,16.252877689086514,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1144,False,"{'a': 0.38767857142857143, 'e': 0.003232990087974}",25,8,30.54549833219307,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1145,False,"{'a': 0.3871428571428571, 'e': 0.00321682513753413}",20,14,10.636693771042033,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1146,False,"{'a': 0.3866071428571428, 'e': 0.003200741011846459}",25,13,18.962320631876427,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1147,False,"{'a': 0.3860714285714285, 'e': 0.0031847373067872267}",20,14,11.257745064854715,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1148,False,"{'a': 0.3855357142857142, 'e': 0.0031688136202532905}",20,14,11.676618201274058,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1149,False,"{'a': 0.385, 'e': 0.003152969552152024}",25,13,20.82908790593322,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1150,False,"{'a': 0.3844642857142857, 'e': 0.003137204704391264}",20,14,9.686957555733109,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1151,False,"{'a': 0.3839285714285714, 'e': 0.0031215186808693078}",25,14,20.101107925852325,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1152,False,"{'a': 0.3833928571428571, 'e': 0.003105911087464961}",20,12,17.675709457577668,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1153,False,"{'a': 0.3828571428571428, 'e': 0.0030903815320276365}",30,10,38.917602043843985,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1154,False,"{'a': 0.3823214285714286, 'e': 0.003074929624367498}",20,4,27.07056968330634,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1155,False,"{'a': 0.3817857142857143, 'e': 0.0030595549762456606}",25,13,18.927524858835206,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1156,False,"{'a': 0.38125, 'e': 0.0030442572013644324}",20,13,-8.031860992532144,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
1157,False,"{'a': 0.38071428571428567, 'e': 0.0030290359153576103}",25,20,12.772860244286598,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1158,False,"{'a': 0.38017857142857137, 'e': 0.003013890735780822}",20,0,33.334158451371,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1159,False,"{'a': 0.37964285714285706, 'e': 0.002998821282101918}",20,11,17.787297398753388,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1160,False,"{'a': 0.37910714285714286, 'e': 0.002983827175691408}",20,16,8.990348793885893,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1161,False,"{'a': 0.37857142857142856, 'e': 0.0029689080398129513}",20,10,18.457677833297804,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1162,False,"{'a': 0.37803571428571425, 'e': 0.0029540634996138865}",20,9,20.73326446992938,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1163,False,"{'a': 0.37749999999999995, 'e': 0.002939293182115817}",20,6,21.999417997245107,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1164,False,"{'a': 0.37696428571428564, 'e': 0.0029245967162052377}",20,9,23.488288925003314,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1165,False,"{'a': 0.37642857142857145, 'e': 0.002909973732624212}",20,9,21.431532446096742,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1166,False,"{'a': 0.37589285714285714, 'e': 0.0028954238639610904}",20,15,9.018460478231567,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1167,False,"{'a': 0.37535714285714283, 'e': 0.0028809467446412854}",20,15,6.9099288895388895,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1168,False,"{'a': 0.3748214285714285, 'e': 0.0028665420109180786}",20,6,20.6195627455528,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1169,False,"{'a': 0.3742857142857142, 'e': 0.0028522093008634883}",20,12,17.636031918063573,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1170,False,"{'a': 0.3737499999999999, 'e': 0.0028379482543591707}",20,12,16.199295561243797,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1171,False,"{'a': 0.3732142857142857, 'e': 0.002823758513087375}",20,16,7.317952789980631,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1172,False,"{'a': 0.3726785714285714, 'e': 0.002809639720521938}",25,15,21.445848115976467,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1173,False,"{'a': 0.3721428571428571, 'e': 0.0027955915219193286}",25,7,32.85574737425176,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1174,False,"{'a': 0.3716071428571428, 'e': 0.002781613564309732}",20,10,22.371295533469397,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1175,False,"{'a': 0.3710714285714285, 'e': 0.002767705496488183}",20,14,8.54637233857775,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1176,False,"{'a': 0.3705357142857143, 'e': 0.002753866969005742}",25,16,14.391541673599223,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1177,False,"{'a': 0.37, 'e': 0.0027400976341607135}",25,14,22.982614690141958,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1178,False,"{'a': 0.3694642857142857, 'e': 0.00272639714598991}",25,13,25.105396684662033,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1179,False,"{'a': 0.3689285714285714, 'e': 0.0027127651602599605}",25,14,23.58051338677096,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1180,False,"{'a': 0.3683928571428571, 'e': 0.0026992013344586605}",20,15,9.622290399204779,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1181,False,"{'a': 0.36785714285714277, 'e': 0.002685705327786367}",25,8,33.58443352733899,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1182,False,"{'a': 0.3673214285714286, 'e': 0.002672276801147435}",20,11,15.351334416309705,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1183,False,"{'a': 0.36678571428571427, 'e': 0.0026589154171416983}",20,6,22.686287928270186,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1184,False,"{'a': 0.36624999999999996, 'e': 0.0026456208400559896}",25,20,9.601860936658644,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1185,False,"{'a': 0.36571428571428566, 'e': 0.0026323927358557096}",25,17,15.826775291454107,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1186,False,"{'a': 0.36517857142857135, 'e': 0.002619230772176431}",20,6,27.17825783524995,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1187,False,"{'a': 0.36464285714285716, 'e': 0.002606134618315549}",30,15,32.80189912093878,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1188,False,"{'a': 0.36410714285714285, 'e': 0.0025931039452239714}",25,14,20.16968383534682,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1189,False,"{'a': 0.36357142857142855, 'e': 0.0025801384254978514}",25,13,24.67306532583727,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1190,False,"{'a': 0.36303571428571424, 'e': 0.0025672377333703623}",25,11,25.387221237717817,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1191,False,"{'a': 0.36249999999999993, 'e': 0.00255440154470351}",20,9,18.609558695960796,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1192,False,"{'a': 0.3619642857142856, 'e': 0.0025416295369799927}",20,12,17.001499849073696,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1193,False,"{'a': 0.36142857142857143, 'e': 0.0025289213892950926}",20,8,21.78636672055429,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1194,False,"{'a': 0.3608928571428571, 'e': 0.0025162767823486173}",20,7,26.001911380335088,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1195,False,"{'a': 0.3603571428571428, 'e': 0.002503695398436874}",20,11,18.38300457658262,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1196,False,"{'a': 0.3598214285714285, 'e': 0.0024911769214446895}",20,11,16.361711509359676,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1197,False,"{'a': 0.3592857142857142, 'e': 0.0024787210368374664}",25,8,30.510587620488565,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1198,False,"{'a': 0.35875, 'e': 0.002466327431653279}",35,9,52.01532464889639,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
1199,False,"{'a': 0.3582142857142857, 'e': 0.0024539957944950124}",20,9,20.497865493946072,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1200,False,"{'a': 0.3576785714285714, 'e': 0.0024417258155225376}",25,18,11.918794398807353,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1201,False,"{'a': 0.3571428571428571, 'e': 0.0024295171864449246}",20,10,19.50990202848087,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1202,False,"{'a': 0.3566071428571428, 'e': 0.0024173696005127003}",20,5,27.431330524673054,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1203,False,"{'a': 0.3560714285714286, 'e': 0.0024052827525101366}",25,15,22.840567539753476,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1204,False,"{'a': 0.3555357142857143, 'e': 0.002393256338747586}",30,19,19.46452138584089,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1205,False,"{'a': 0.355, 'e': 0.002381290057053848}",30,16,24.740192055369615,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1206,False,"{'a': 0.3544642857142857, 'e': 0.0023693836067685786}",25,11,27.168232201413545,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1207,False,"{'a': 0.35392857142857137, 'e': 0.002357536688734736}",25,20,9.927436524406351,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1208,False,"{'a': 0.35339285714285706, 'e': 0.002345749005291062}",20,12,12.71070714143456,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1209,False,"{'a': 0.35285714285714287, 'e': 0.0023340202602646068}",20,9,19.391400022999967,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1210,False,"{'a': 0.35232142857142856, 'e': 0.002322350158963284}",30,16,24.801654968432388,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1211,False,"{'a': 0.35178571428571426, 'e': 0.0023107384081684675}",30,22,16.162162666045287,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1212,False,"{'a': 0.35124999999999995, 'e': 0.002299184716127625}",20,13,11.985947424984193,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1213,False,"{'a': 0.35071428571428565, 'e': 0.0022876887925469868}",25,8,30.964150371807655,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1214,False,"{'a': 0.35017857142857145, 'e': 0.002276250348584252}",20,7,19.052873715803003,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1215,False,"{'a': 0.34964285714285714, 'e': 0.0022648690968413306}",25,16,15.892263768000497,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1216,False,"{'a': 0.34910714285714284, 'e': 0.0022535447513571238}",30,16,23.22654488841113,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1217,False,"{'a': 0.34857142857142853, 'e': 0.0022422770276003382}",20,16,7.873410420944339,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1218,False,"{'a': 0.3480357142857142, 'e': 0.0022310656424623368}",30,21,15.09872718979121,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1219,False,"{'a': 0.3474999999999999, 'e': 0.002219910314250025}",35,20,29.434458999484445,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1220,False,"{'a': 0.3469642857142857, 'e': 0.002208810762678775}",25,13,22.04690632334772,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1221,False,"{'a': 0.3464285714285714, 'e': 0.0021977667088653808}",20,8,26.99434550934726,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1222,False,"{'a': 0.3458928571428571, 'e': 0.002186777875321054}",25,19,11.34662319544653,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1223,False,"{'a': 0.3453571428571428, 'e': 0.0021758439859444487}",20,16,9.675567961670165,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1224,False,"{'a': 0.3448214285714285, 'e': 0.0021649647660147266}",20,12,16.23778050599055,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1225,False,"{'a': 0.3442857142857143, 'e': 0.002154139942184653}",20,15,11.616043279813288,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1226,False,"{'a': 0.34375, 'e': 0.0021433692424737295}",30,8,38.90751525680937,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1227,False,"{'a': 0.3432142857142857, 'e': 0.002132652396261361}",35,19,25.88590451023564,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1228,False,"{'a': 0.3426785714285714, 'e': 0.002121989134280054}",20,11,18.764277972467283,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1229,False,"{'a': 0.3421428571428571, 'e': 0.002111379188608654}",20,13,14.164485840587297,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1230,False,"{'a': 0.3416071428571428, 'e': 0.0021008222926656105}",20,16,6.536316072023878,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1231,False,"{'a': 0.3410714285714286, 'e': 0.0020903181812022826}",20,8,24.41853200725264,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1232,False,"{'a': 0.3405357142857143, 'e': 0.002079866590296271}",25,11,10.233813989533175,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1233,False,"{'a': 0.33999999999999997, 'e': 0.0020694672573447898}",35,18,30.669440776743006,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1234,False,"{'a': 0.33946428571428566, 'e': 0.0020591199210580656}",30,21,17.844917680345276,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1235,False,"{'a': 0.33892857142857136, 'e': 0.0020488243214527753}",20,11,18.883884717054162,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1236,False,"{'a': 0.33839285714285716, 'e': 0.0020385801998455116}",25,10,33.42771938111817,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1237,False,"{'a': 0.33785714285714286, 'e': 0.002028387298846284}",25,13,22.258326696501857,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1238,False,"{'a': 0.33732142857142855, 'e': 0.0020182453623520526}",25,19,12.929420539711225,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1239,False,"{'a': 0.33678571428571424, 'e': 0.0020081541355402924}",20,5,28.49412518828406,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1240,False,"{'a': 0.33624999999999994, 'e': 0.001998113364862591}",20,13,14.673023869955378,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1241,False,"{'a': 0.33571428571428563, 'e': 0.001988122798038278}",30,18,21.142123032748554,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1242,False,"{'a': 0.33517857142857144, 'e': 0.0019781821840480864}",20,13,13.642889021075277,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1243,False,"{'a': 0.33464285714285713, 'e': 0.001968291273127846}",25,14,19.63990459136046,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1244,False,"{'a': 0.3341071428571428, 'e': 0.0019584498167622066}",20,8,22.4089271845413,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1245,False,"{'a': 0.3335714285714285, 'e': 0.0019486575676783957}",20,12,16.687362736661406,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1246,False,"{'a': 0.3330357142857142, 'e': 0.0019389142798400037}",20,13,11.453039580625815,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1247,False,"{'a': 0.3325, 'e': 0.0019292197084408037}",25,18,14.994015885495706,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1248,False,"{'a': 0.3319642857142857, 'e': 0.0019195736098985997}",25,10,27.956024224691404,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1249,False,"{'a': 0.3314285714285714, 'e': 0.0019099757418491066}",20,6,27.357692822362402,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1250,False,"{'a': 0.3308928571428571, 'e': 0.001900425863139861}",35,18,35.03463143015564,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1251,False,"{'a': 0.3303571428571428, 'e': 0.001890923733824162}",20,11,14.636590384830807,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1252,False,"{'a': 0.3298214285714285, 'e': 0.001881469115155041}",25,13,20.362663423798512,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1253,False,"{'a': 0.3292857142857143, 'e': 0.0018720617695792657}",25,15,17.874817936843808,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1254,False,"{'a': 0.32875, 'e': 0.0018627014607313695}",30,24,9.74261744884543,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1255,False,"{'a': 0.3282142857142857, 'e': 0.0018533879534277126}",35,18,33.49313683480389,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1256,False,"{'a': 0.3276785714285714, 'e': 0.001844121013660574}",20,12,16.6932932130787,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1257,False,"{'a': 0.32714285714285707, 'e': 0.0018349004085922711}",30,9,40.20468580251323,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
1258,False,"{'a': 0.3266071428571429, 'e': 0.0018257259065493098}",20,10,20.563382767632802,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1259,False,"{'a': 0.32607142857142857, 'e': 0.0018165972770165632}",20,6,11.243473716388628,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1260,False,"{'a': 0.32553571428571426, 'e': 0.0018075142906314803}",20,9,20.00948794661999,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1261,False,"{'a': 0.32499999999999996, 'e': 0.001798476719178323}",20,6,27.271898202941976,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1262,False,"{'a': 0.32446428571428565, 'e': 0.0017894843355824312}",20,9,21.641441386952614,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1263,False,"{'a': 0.32392857142857134, 'e': 0.0017805369139045192}",20,12,12.873860890296303,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1264,False,"{'a': 0.32339285714285715, 'e': 0.0017716342293349965}",20,10,17.833205861516316,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1265,False,"{'a': 0.32285714285714284, 'e': 0.0017627760581883215}",20,14,13.482204974027885,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
